,fid,text_title,event_id,start_page_event,page_event_number,text_place_title,character_id,family_name,given_name,page_first_mentioned,number,religion,relig_att_char,country_of_birth,place_name,location_religion,relig_att_loc,geolocation,location_name,location_country,author_birth_location,country_of_birth_author,text_place_id,location_id,author_id,author_birth_place_id,full_name,event_order,initial_country,final_country,initial_place,final_place,has_changed,has_immigrated
2016,2017,Train to Pakistan,1387,42,3,Mano Majra Railway Station in Train to Pakistan,693.0,Unit of Sikh soldiers,Unknown,42.0,Group.Male-dominant,Sikh,Other-identified.Narrator other-attributed,,Mano Majra Railway Station,,,FALSE,Mano Majra Train Station,India,Hadali,Pakistan,704,5871,26,27,Unit of Sikh soldiers Unknown,42.03,India,India,Mano Majra Train Station,Mano Majra Train Station,False,False
2017,2018,Sunlight on a Broken Column,1395,166,1,Hostel in Sunlight on a Broken Column,431.0,Chatterjee,Nita,123.0,Single,Hindu,Nominal,,Hostel,Unaffiliated,,CREATED,Hostel,India,Lucknow,India,1396,3075,21,5819,Chatterjee Nita,166.01,India,India,Lucknow University,Hostel,False,False
2018,2019,Sunlight on a Broken Column,1395,166,1,Hostel in Sunlight on a Broken Column,433.0,Waheed,Nadira,125.0,Single,Muslim,Nominal,,Hostel,Unaffiliated,,CREATED,Hostel,India,Lucknow,India,1396,3075,21,5819,Waheed Nadira,166.01,India,India,Lucknow University,Lucknow University,False,False
2019,2020,Sunlight on a Broken Column,1398,167,1,Hasanpur in Sunlight on a Broken Column,325.0,Agarwal,Sita,16.0,Single,Hindu,Speculation,India,Hasanpur,,,CREATED,Hasanpur,India,Lucknow,India,2147,1453,21,5819,Agarwal Sita,167.01,India,India,Hasanpur,Hasanpur,False,False
2020,2021,Sunlight on a Broken Column,1398,167,1,Hasanpur in Sunlight on a Broken Column,426.0,Students,Unknown,157.0,Group,Unknown,,,Hasanpur,,,CREATED,Hasanpur,India,Lucknow,India,2147,1453,21,5819,Students Unknown,167.01,India,India,Lucknow University,Hasanpur,False,False
2021,2022,Sunlight on a Broken Column,1398,167,1,Hasanpur in Sunlight on a Broken Column,1399.0,Government,Unknown,167.0,Group,Unaffiliated,,,Hasanpur,,,CREATED,Hasanpur,India,Lucknow,India,2147,1453,21,5819,Government Unknown,167.01,India,India,Hasanpur,Hasanpur,False,False
2022,2023,Sunlight on a Broken Column,1413,180,1,"Home of Imam Deen the oilman, Muridpur in Tamas",416.0,Hasan,Saira,86.0,Single,Muslim,,,"Home of Imam Deen the oilman, Muridpur",Muslim,Definitional,CREATED,Muridpur,India,Lucknow,India,1320,1527,21,5819,Hasan Saira,180.01,India,India,Lucknow University,Lucknow University,False,False
2023,2024,Sunlight on a Broken Column,1930,273,1,Ashiana in Sunlight on a Broken Column,920.0,Husain,Ameer,165.0,Single,Muslim,Nominal,,Ashiana,,,CREATED,Lucknow University,India,Lucknow,India,1915,22,21,5819,Husain Ameer,273.01,India,India,Lucknow University,Lucknow University,False,False
2024,2025,Sunlight on a Broken Column,1930,273,1,Ashiana in Sunlight on a Broken Column,310.0,Hasan,Syed Mohammad,14.0,Single,Muslim,,,Ashiana,,,CREATED,Lucknow University,India,Lucknow,India,1915,22,21,5819,Hasan Syed Mohammad,273.01,India,India,Lucknow University,Lucknow University,False,False
2025,2026,Sunlight on a Broken Column,1931,276,276,Ashiana in Sunlight on a Broken Column,416.0,Hasan,Saira,86.0,Single,Muslim,,,Ashiana,,,CREATED,Lucknow University,India,Lucknow,India,1915,22,21,5819,Hasan Saira,278.76,India,India,Lucknow University,Lucknow University,False,False
2026,2027,Pinjar,1953,60,1,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Shaikh Rashida,60.01,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
2027,2028,Pinjar,1953,60,1,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,60.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2028,2029,Pinjar,1954,60,2,Rattoval in Pinjar,282.0,Chand,Ram,2.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281,35,36,Chand Ram,60.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Rattoval Village,False,False
2029,2030,Pinjar,1954,60,2,Rattoval in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281,35,36,Sahukars Lajo,60.02,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
2030,2031,Pinjar,1955,61,1,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281,35,36,Sahukars Pooro,61.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2031,2032,Pinjar,1955,61,1,Rattoval in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281,35,36,Shaikh Rashida,61.01,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
2032,2033,Pinjar,1955,61,1,Rattoval in Pinjar,595.0,Lajo's Mother-in-Law,Old Woman,61.0,Single,Muslim,Definitional,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281,35,36,Lajo's Mother-in-Law Old Woman,61.01,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
2033,2034,Pinjar,1956,61,2,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281,35,36,Sahukars Pooro,61.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2034,2035,Pinjar,1957,61,3,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281,35,36,Sahukars Pooro,61.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2035,2036,Pinjar,1982,62,2,Lajo's House in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Pooro,62.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2036,2037,Pinjar,1982,62,2,Lajo's House in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Lajo,62.02,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
2037,2038,Pinjar,1986,62,3,Lajo's House in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Pooro,62.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2038,2039,Pinjar,1986,62,3,Lajo's House in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Lajo,62.03,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
2039,2040,Pinjar,1997,64,1,Lajo's House in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Pooro,64.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2040,2041,Pinjar,1997,64,1,Lajo's House in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Lajo,64.01,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
2041,2042,Pinjar,2008,67,1,Lajo's House in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Lajo,67.01,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
2042,2043,Pinjar,2008,67,1,Lajo's House in Pinjar,596.0,Lajo's Abductor,Son,64.0,Single,Hindu,Definitional,,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Lajo's Abductor Son,67.01,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
2043,2044,Pinjar,2027,68,1,Lajo's House in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Lajo,68.01,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
2044,2045,Pinjar,2027,68,1,Lajo's House in Pinjar,595.0,Lajo's Mother-in-Law,Old Woman,61.0,Single,Muslim,Definitional,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Lajo's Mother-in-Law Old Woman,68.01,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
2045,2046,Pinjar,2032,68,2,Lajo's House in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Lajo,68.02,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
2046,2047,Pinjar,2032,68,2,Lajo's House in Pinjar,596.0,Lajo's Abductor,Son,64.0,Single,Hindu,Definitional,,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Lajo's Abductor Son,68.02,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
2047,2048,Pinjar,2057,69,1,Well in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Well,Muslim,,CREATED,Sakar Village: Well,Pakistan,Mandi Bahauddin,Pakistan,397,3116,35,36,Sahukars Lajo,69.01,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
2048,2049,Pinjar,2060,69,3,Field in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Field,Unknown,,CREATED,Chatto Village: Field,Pakistan,Mandi Bahauddin,Pakistan,2824,3110,35,36,Shaikh Rashida,69.03,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
2049,2050,Pinjar,2062,70,1,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281,35,36,Sahukars Pooro,70.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2050,2051,Pinjar,2062,70,1,Rattoval in Pinjar,595.0,Lajo's Mother-in-Law,Old Woman,61.0,Single,Muslim,Definitional,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281,35,36,Lajo's Mother-in-Law Old Woman,70.01,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
2051,2052,Sunlight on a Broken Column,2179,64,2,"Lucknow, India in Sunlight on a Broken Column",2184.0,Raja of Amripur's grandson,Unknown,65.0,Single,Hindu,,,"Lucknow, India",Unknown|Unaffiliated,,CREATED,Lucknow University,India,Lucknow,India,370,22,21,5819,Raja of Amripur's grandson Unknown,64.02,India,India,Lucknow University,Lucknow University,False,False
2052,2053,Tamas,2427,125,3,Sayedpur in Tamas,1247.0,Oilman,Rahim,108.0,Single,Muslim,Other-identified.Character other-attributed,,Sayedpur,Sikh|Muslim,,CREATED,Saidpur Village,Pakistan,Rawalpindi,Pakistan,2423,3064,32,33,Oilman Rahim,125.03,Pakistan,Pakistan,Saidpur Village,Saidpur Village,False,False
2053,2054,Tamas,2445,125,4,Outside Sayedpur in Tamas,2447.0,Sheik's,Children,125.0,Group,Muslim,Nominal,,Outside Sayedpur,Muslim|Sikh,,CREATED,Saidpur Village,Pakistan,Rawalpindi,Pakistan,2449,3064,32,33,Sheik's Children,125.04,Pakistan,Pakistan,Saidpur Village,Saidpur Village,False,False
2054,2055,Tamas,2445,125,4,Outside Sayedpur in Tamas,2400.0,Deen,Fateh,71.0,Single,Muslim,Nominal,,Outside Sayedpur,Muslim|Sikh,,CREATED,Saidpur Village,Pakistan,Rawalpindi,Pakistan,2449,3064,32,33,Deen Fateh,125.04,Pakistan,Pakistan,Saidpur Village,Saidpur Village,False,False
2055,2056,Tamas,2446,77,1,Saddar Bazaar in Tamas,749.0,"Lala Ji, Elderly Gentleman, one of the outsiders attending the Executive Committee meeting",Lakshmi Narayan,43.0,Single,Hindu,Definitional,,Saddar Bazaar,Unaffiliated,,CREATED,Sadar Bazar,Pakistan,Rawalpindi,Pakistan,2450,3061,32,33,"Lala Ji, Elderly Gentleman, one of the outsiders attending the Executive Committee meeting Lakshmi Narayan",77.01,Pakistan,Pakistan,Sadar Bazar,Sadar Bazar,False,False
2056,2057,Tamas,2446,77,1,Saddar Bazaar in Tamas,2439.0,Narayan,"Lala Lakshmi's daughter, Unknown",76.0,Single,Hindu,Nominal,,Saddar Bazaar,Unaffiliated,,CREATED,Sadar Bazar,Pakistan,Rawalpindi,Pakistan,2450,3061,32,33,"Narayan Lala Lakshmi's daughter, Unknown",77.01,Pakistan,Pakistan,Sadar Bazar,Sadar Bazar,False,False
2057,2058,Tamas,2446,77,1,Saddar Bazaar in Tamas,2404.0,Narayan/Lala Lakshmi's wife,Unknown,70.0,Single,Hindu,,,Saddar Bazaar,Unaffiliated,,CREATED,Sadar Bazar,Pakistan,Rawalpindi,Pakistan,2450,3061,32,33,Narayan/Lala Lakshmi's wife Unknown,77.01,Pakistan,Pakistan,Sadar Bazar,Sadar Bazar,False,False
2058,2059,Tamas,2446,77,1,Saddar Bazaar in Tamas,2448.0,Unknown,"Raghunath, Yabu",77.0,Single,Muslim,Nominal,,Saddar Bazaar,Unaffiliated,,CREATED,Sadar Bazar,Pakistan,Rawalpindi,Pakistan,2450,3061,32,33,"Unknown Raghunath, Yabu",77.01,Pakistan,Pakistan,Sadar Bazar,Sadar Bazar,False,False
2059,2060,Tamas,2500,127,1,Sayedpur in Tamas,2510.0,"Fighter, Rapist",Jalal,127.0,Single,Muslim,Nominal,,Sayedpur,Sikh|Muslim,,CREATED,Saidpur Village,Pakistan,Rawalpindi,Pakistan,2423,3064,32,33,"Fighter, Rapist Jalal",127.01,Pakistan,Pakistan,Saidpur Village,Saidpur Village,False,False
2060,2061,Tamas,2639,130,6,Mosque in Tamas,1241.0,Rasool,Sheikh Ghulam,106.0,Single,Muslim,Definitional,,Mosque,Muslim,Definitional,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,726,879,32,33,Rasool Sheikh Ghulam,130.06,India,India,Imam Din Gali,Imam Din Gali,False,False
2061,2062,Sunlight on a Broken Column,2785,124,1,College in Sunlight on a Broken Column,1735.0,Unknown,Begum Waheed,129.0,Single,Muslim,Nominal,,College,Unaffiliated,Speculation,CREATED,Lucknow University,India,Lucknow,India,2788,22,21,5819,Unknown Begum Waheed,124.01,India,India,Lucknow University,Baradari,False,False
2062,2063,Pinjar,2815,1,1,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,1.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2063,2064,Pinjar,2816,1,2,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,1.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2064,2065,Pinjar,2817,1,3,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,1.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2065,2066,Pinjar,2817,1,3,Rashida's home in Pinjar,282.0,Chand,Ram,2.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Chand Ram,1.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Rattoval Village,False,False
2066,2067,Pinjar,2817,1,3,Rashida's home in Pinjar,584.0,Chand,Ram's Mother,58.0,Single,Hindu,Other-identified.Character other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Chand Ram's Mother,1.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Chatto Village: Refugee Camp,False,False
2067,2068,Pinjar,2817,1,3,Rashida's home in Pinjar,2434.0,Sahukar,Pooro's Mother,2.0,Single,Hindu,Other-identified,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukar Pooro's Mother,1.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Chatto Village: Refugee Camp,False,False
2068,2069,Pinjar,2817,1,3,Rashida's home in Pinjar,2440.0,Sahukar,Pooro's Father,2.0,Single,Hindu,Other-identified,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukar Pooro's Father,1.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Chatto Village: Refugee Camp,False,False
2069,2070,Pinjar,2818,1,4,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,1.04,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2070,2071,Pinjar,2818,1,4,Rashida's home in Pinjar,282.0,Chand,Ram,2.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Chand Ram,1.04,Pakistan,Pakistan,Sakar Village: Rashid's Home,Rattoval Village,False,False
2071,2072,Pinjar,2818,1,4,Rashida's home in Pinjar,584.0,Chand,Ram's Mother,58.0,Single,Hindu,Other-identified.Character other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Chand Ram's Mother,1.04,Pakistan,Pakistan,Sakar Village: Rashid's Home,Chatto Village: Refugee Camp,False,False
2072,2073,Pinjar,2818,1,4,Rashida's home in Pinjar,2434.0,Sahukar,Pooro's Mother,2.0,Single,Hindu,Other-identified,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukar Pooro's Mother,1.04,Pakistan,Pakistan,Sakar Village: Rashid's Home,Chatto Village: Refugee Camp,False,False
2073,2074,Pinjar,2818,1,4,Rashida's home in Pinjar,2440.0,Sahukar,Pooro's Father,2.0,Single,Hindu,Other-identified,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukar Pooro's Father,1.04,Pakistan,Pakistan,Sakar Village: Rashid's Home,Chatto Village: Refugee Camp,False,False
2074,2075,Pinjar,2819,2,1,"Pooro's home, Chatto village in Pinjar",2434.0,Sahukar,Pooro's Mother,2.0,Single,Hindu,Other-identified,,"Pooro's home, Chatto village",Hindu,Speculation,CREATED,Chatto Village: Pooro's Home,Pakistan,Mandi Bahauddin,Pakistan,338,3112,35,36,Sahukar Pooro's Mother,2.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Chatto Village: Refugee Camp,False,False
2075,2076,Pinjar,2819,2,1,"Pooro's home, Chatto village in Pinjar",293.0,Village Women,Unkown,2.0,Group.Female-dominant,Unknown,,,"Pooro's home, Chatto village",Hindu,Speculation,CREATED,Chatto Village: Pooro's Home,Pakistan,Mandi Bahauddin,Pakistan,338,3112,35,36,Village Women Unkown,2.01,Pakistan,Pakistan,Chatto Village: Pooro's Home,Chatto Village: Pooro's Home,False,False
2076,2077,Pinjar,2820,3,1,Neighbouring Market in Pinjar,282.0,Chand,Ram,2.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Neighbouring Market,,,CREATED,Chatto Village: Neighborhood Market,Pakistan,Mandi Bahauddin,Pakistan,2821,3109,35,36,Chand Ram,3.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Rattoval Village,False,False
2077,2078,Pinjar,2827,7,1,Pooro's courtyard in her home in Pinjar,282.0,Chand,Ram,2.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Pooro's courtyard in her home,Hindu,Speculation,CREATED,Chatto Village: Pooro's Home,Pakistan,Mandi Bahauddin,Pakistan,2829,3112,35,36,Chand Ram,7.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Rattoval Village,False,False
2078,2079,Pinjar,2836,8,3,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,8.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2079,2080,Pinjar,2836,8,3,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Shaikh Rashida,8.03,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
2080,2081,Sunlight on a Broken Column,2856,291,1,Hasanpur in Sunlight on a Broken Column,325.0,Agarwal,Sita,16.0,Single,Hindu,Speculation,India,Hasanpur,,,CREATED,Hasanpur,India,Lucknow,India,2147,1453,21,5819,Agarwal Sita,291.01,India,India,Hasanpur,Hasanpur,False,False
2081,2082,Sunlight on a Broken Column,2856,291,1,Hasanpur in Sunlight on a Broken Column,2857.0,Architect,Unknown,292.0,Single,Unknown,,,Hasanpur,,,CREATED,Hasanpur,India,Lucknow,India,2147,1453,21,5819,Architect Unknown,291.01,India,India,Hasanpur,Hasanpur,False,False
2082,2083,Sunlight on a Broken Column,2856,291,1,Hasanpur in Sunlight on a Broken Column,1796.0,Nandi's father,Unknown,97.0,Single,Muslim,Speculation,,Hasanpur,,,CREATED,Hasanpur,India,Lucknow,India,2147,1453,21,5819,Nandi's father Unknown,291.01,India,India,Hasanpur,Hasanpur,False,False
2083,2084,Sunlight on a Broken Column,2856,291,1,Hasanpur in Sunlight on a Broken Column,1906.0,Nandi's husband,Unknown,253.0,Single,Unknown,,,Hasanpur,,,CREATED,Hasanpur,India,Lucknow,India,2147,1453,21,5819,Nandi's husband Unknown,291.01,India,India,Hasanpur,Hasanpur,False,False
2084,2085,Sunlight on a Broken Column,2856,291,1,Hasanpur in Sunlight on a Broken Column,2860.0,Americans,Unknown,292.0,Group,Christian,Speculation,,Hasanpur,,,CREATED,Hasanpur,India,Lucknow,India,2147,1453,21,5819,Americans Unknown,291.01,India,India,Hasanpur,Hasanpur,False,False
2085,2086,Sunlight on a Broken Column,2856,291,1,Hasanpur in Sunlight on a Broken Column,2861.0,Beggar-girls and boys,Unknown,292.0,Group,Unknown,,,Hasanpur,,,CREATED,Hasanpur,India,Lucknow,India,2147,1453,21,5819,Beggar-girls and boys Unknown,291.01,India,India,Hasanpur,Hasanpur,False,False
2086,2087,Sunlight on a Broken Column,2862,292,1,Hasanpur in Sunlight on a Broken Column,2863.0,Father of Nandi's child,Unknown,293.0,Single,Unknown,,,Hasanpur,,,CREATED,Hasanpur,India,Lucknow,India,2147,1453,21,5819,Father of Nandi's child Unknown,292.01,India,India,Hasanpur,Hasanpur,False,False
2087,2088,Sunlight on a Broken Column,2862,292,1,Hasanpur in Sunlight on a Broken Column,2865.0,Nandi's son,Unknown,293.0,Single,Hindu,Other-identified.Character other-attributed,,Hasanpur,,,CREATED,Hasanpur,India,Lucknow,India,2147,1453,21,5819,Nandi's son Unknown,292.01,India,India,Hasanpur,Hasanpur,False,False
2088,2089,Pinjar,2896,55,4,"Pooro's home, Chatto village in Pinjar",571.0,Hindus of Chatto,Unkown,55.0,Group,Hindu,Definitional,Pakistan,"Pooro's home, Chatto village",Hindu,Speculation,CREATED,Chatto Village: Pooro's Home,Pakistan,Mandi Bahauddin,Pakistan,338,3112,35,36,Hindus of Chatto Unkown,55.04,Pakistan,Pakistan,Chatto Village: Pooro's Home,Chatto Village: Pooro's Home,False,False
2089,2090,Pinjar,2900,55,8,"Pooro's home, Chatto village in Pinjar",571.0,Hindus of Chatto,Unkown,55.0,Group,Hindu,Definitional,Pakistan,"Pooro's home, Chatto village",Hindu,Speculation,CREATED,Chatto Village: Pooro's Home,Pakistan,Mandi Bahauddin,Pakistan,338,3112,35,36,Hindus of Chatto Unkown,55.08,Pakistan,Pakistan,Chatto Village: Pooro's Home,Chatto Village: Pooro's Home,False,False
