fid,author_name,text_title,event_id,start_page_event,end_page_event,page_event_number,line,text_place_title,temporality,narrative_status,interaction,specific_interaction,violence,harmony,conflict,character_id,family_name,given_name,nickname,page_first_mentioned,gender,number,religion,relig_att_char,religious_conversion,vitality,cause_of_death,non-human,country_of_birth,presentmentioned,char_story_title,place_name,location_modality,location_religion,relig_att_loc,geolocation,ontology,location_name,mentioned,location_country,collection_id,collection_recordtitle,author_birth_location,gender_author,country_of_birth_author,birth_date,text_place_id,location_id,author_id,author_birth_place_id
"1959","Sikdar, Sunanda",A Life Long Ago,"6790","64","64","2","The next day, the three brothers and sisters",Dighpait in A Life Long Ago,3 Post-Partition (1948-03-01 -- 1971-12-16),Narrated,Neither,Other,NA,NA,NA,"6621",Unknown,Moni,NA,"53",Unknown,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Present,"Unknown, Moni in A Life Long Ago",Dighpait,Public,NA,NA,CREATED,NA,Digpait,NA,Bangladesh,NA,NA,Digpait,Female,East Pakistan,NA,"5855","5817","5816","5817"
"1960","Sikdar, Sunanda",A Life Long Ago,"6790","64","64","2","The next day, the three brothers and sisters",Dighpait in A Life Long Ago,3 Post-Partition (1948-03-01 -- 1971-12-16),Narrated,Neither,Other,NA,NA,NA,"6624",Unknown,Tuni,NA,"53",Unknown,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Present,"Unknown, Tuni in A Life Long Ago",Dighpait,Public,NA,NA,CREATED,NA,Digpait,NA,Bangladesh,NA,NA,Digpait,Female,East Pakistan,NA,"5855","5817","5816","5817"
"1961","Sikdar, Sunanda",A Life Long Ago,"6790","64","64","2","The next day, the three brothers and sisters",Dighpait in A Life Long Ago,3 Post-Partition (1948-03-01 -- 1971-12-16),Narrated,Neither,Other,NA,NA,NA,"6626",Monira chachi's child,Buri,NA,"53",Unknown,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Present,"Monira chachi's child, Buri in A Life Long Ago",Dighpait,Public,NA,NA,CREATED,NA,Digpait,NA,Bangladesh,NA,NA,Digpait,Female,East Pakistan,NA,"5855","5817","5816","5817"
"1962","Sikdar, Sunanda",A Life Long Ago,"6791","64","64","3",Achhar bhai was getting deeply invovled in life,Dighpait in A Life Long Ago,3 Post-Partition (1948-03-01 -- 1971-12-16),Narrated,Neither,Other,NA,NA,NA,"6617",bhai,Acchar,NA,"52",Male,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Present,"bhai, Acchar in A Life Long Ago",Dighpait,Public,NA,NA,CREATED,NA,Digpait,NA,Bangladesh,NA,NA,Digpait,Female,East Pakistan,NA,"5855","5817","5816","5817"
"1963","Sikdar, Sunanda",A Life Long Ago,"6791","64","64","3",Achhar bhai was getting deeply invovled in life,Dighpait in A Life Long Ago,3 Post-Partition (1948-03-01 -- 1971-12-16),Narrated,Neither,Other,NA,NA,NA,"6018",Dayamoyee's Foster Mother,Snehalata,"Buri, Pishima","2",Female,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Present,"Dayamoyee's Foster Mother, Snehalata in A Life Long Ago",Dighpait,Public,NA,NA,CREATED,NA,Digpait,NA,Bangladesh,NA,NA,Digpait,Female,East Pakistan,NA,"5855","5817","5816","5817"
"1964","Sikdar, Sunanda",A Life Long Ago,"6792","64","65","4","As the days went by, Achhar bhai became one of",Dighpait in A Life Long Ago,3 Post-Partition (1948-03-01 -- 1971-12-16),Narrated,Positive,Other,NA,NA,NA,"6617",bhai,Acchar,NA,"52",Male,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Present,"bhai, Acchar in A Life Long Ago",Dighpait,Public,NA,NA,CREATED,NA,Digpait,NA,Bangladesh,NA,NA,Digpait,Female,East Pakistan,NA,"5855","5817","5816","5817"
"1965","Sikdar, Sunanda",A Life Long Ago,"6792","64","65","4","As the days went by, Achhar bhai became one of",Dighpait in A Life Long Ago,3 Post-Partition (1948-03-01 -- 1971-12-16),Narrated,Positive,Other,NA,NA,NA,"6018",Dayamoyee's Foster Mother,Snehalata,"Buri, Pishima","2",Female,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Present,"Dayamoyee's Foster Mother, Snehalata in A Life Long Ago",Dighpait,Public,NA,NA,CREATED,NA,Digpait,NA,Bangladesh,NA,NA,Digpait,Female,East Pakistan,NA,"5855","5817","5816","5817"
"1966","Manto, Saadat Hasan",The Woman in the Red Raincoat,"6803","37","38","1",a powerful desire to run out and pick up a girl took hold of me,S's house in The Woman in the Red Raincoat,3 Post-Partition (1948-03-01 -- 1971-12-16),Narrated,Neither,NA,NA,NA,NA,"3237","Ordinary boy, cycle shop owner",S,NA,"36",Male,Single,Unknown,Definitional,NA,NA,NA,NA,NA,Present,"Ordinary boy, cycle shop owner, S in The Woman in the Red Raincoat",S's house,Private,Unknown,NA,CREATED,Invented,Pakistan,NA,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"6804","4640","3156","3157"
"1967","Manto, Saadat Hasan",The Woman in the Red Raincoat,"6807","41","41","1",There was a knock at the door,S's house in The Woman in the Red Raincoat,3 Post-Partition (1948-03-01 -- 1971-12-16),Narrated,Neither,NA,NA,NA,NA,"3237","Ordinary boy, cycle shop owner",S,NA,"36",Male,Single,Unknown,Definitional,NA,NA,NA,NA,NA,Present,"Ordinary boy, cycle shop owner, S in The Woman in the Red Raincoat",S's house,Private,Unknown,NA,CREATED,Invented,Pakistan,NA,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"6804","4640","3156","3157"
"1968","Manto, Saadat Hasan",The Woman in the Red Raincoat,"6807","41","41","1",There was a knock at the door,S's house in The Woman in the Red Raincoat,3 Post-Partition (1948-03-01 -- 1971-12-16),Narrated,Neither,NA,NA,NA,NA,"3266",Miss,Miss M,NA,"37",Female,Single,Muslim,Speculation,NA,NA,NA,NA,NA,Present,"Miss, Miss M in The Woman in the Red Raincoat",S's house,Private,Unknown,NA,CREATED,Invented,Pakistan,NA,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"6804","4640","3156","3157"
"1969","Manto, Saadat Hasan",The Woman in the Red Raincoat,"6807","41","41","1",There was a knock at the door,S's house in The Woman in the Red Raincoat,3 Post-Partition (1948-03-01 -- 1971-12-16),Narrated,Neither,NA,NA,NA,NA,"5774",Servant,Unnamed,NA,"38",Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Present,"Servant, Unnamed in The Woman in the Red Raincoat",S's house,Private,Unknown,NA,CREATED,Invented,Pakistan,NA,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"6804","4640","3156","3157"
"1970","Manto, Saadat Hasan",The Price of Freedom,"6808","43","44","2",There was a huge bornfire,Amritsar in The Price of Freedom,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,"3424",Friend of Sadaat,Sheikhoo,NA,"43",Male,Single,Muslim,Speculation,NA,NA,NA,FALSE,India,Present,"Friend of Sadaat, Sheikhoo in The Price of Freedom",Amritsar,Geographical reference,Muslim,Definitional,CREATED,NA,Amritsar,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"3564","3543","3156","3157"
"1971","Manto, Saadat Hasan",The Price of Freedom,"6808","43","44","2",There was a huge bornfire,Amritsar in The Price of Freedom,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,"3427",Manto,Sadaat,NA,"43",Male,Single,Muslim,Definitional,NA,NA,NA,NA,India,Present,"Manto, Sadaat in The Price of Freedom",Amritsar,Geographical reference,Muslim,Definitional,CREATED,NA,Amritsar,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"3564","3543","3156","3157"
"1972","Manto, Saadat Hasan",The Price of Freedom,"6809","45","46","1",I made my way to Jallianwalla Bagh,Jallianwala Bagh in The Price of Freedom,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,"3427",Manto,Sadaat,NA,"43",Male,Single,Muslim,Definitional,NA,NA,NA,NA,India,Present,"Manto, Sadaat in The Price of Freedom",Jallianwala Bagh,Geographical reference,NA,NA,TRUE,NA,Jallianwala Bagh,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"3462","3449","3156","3157"
"1973","Manto, Saadat Hasan",The Price of Freedom,"6810","47","47","1",I learnt that Shahzada Ghulam Ali was in love with the girl I had seen the previous evening.,Amritsar in The Price of Freedom,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,"3427",Manto,Sadaat,NA,"43",Male,Single,Muslim,Definitional,NA,NA,NA,NA,India,Present,"Manto, Sadaat in The Price of Freedom",Amritsar,Geographical reference,Muslim,Definitional,CREATED,NA,Amritsar,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"3564","3543","3156","3157"
"1974","Manto, Saadat Hasan",The Price of Freedom,"6825","50","52","1",He arrived as promised,Jallianwala Bagh in The Price of Freedom,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,"3425",Ali,Shahzada Ghulam,Ghulam Ali,"44",Male,Single,Muslim,Definitional,NA,NA,NA,FALSE,India,Present,"Ali, Shahzada Ghulam in The Price of Freedom",Jallianwala Bagh,Geographical reference,NA,NA,TRUE,NA,Jallianwala Bagh,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"3462","3449","3156","3157"
"1975","Manto, Saadat Hasan",The Price of Freedom,"6825","50","52","1",He arrived as promised,Jallianwala Bagh in The Price of Freedom,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,"3432",Mentor of Shahzada Ghulam Ali,Babaji,NA,"47",Male,Single,Muslim,Definitional,NA,NA,NA,NA,India,Present,"Mentor of Shahzada Ghulam Ali, Babaji in The Price of Freedom",Jallianwala Bagh,Geographical reference,NA,NA,TRUE,NA,Jallianwala Bagh,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"3462","3449","3156","3157"
"1976","Manto, Saadat Hasan",The Price of Freedom,"6825","50","52","1",He arrived as promised,Jallianwala Bagh in The Price of Freedom,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,"3434",Friend of Babaji,Hari Ram,NA,"47",Male,Single,Muslim,Speculation,NA,NA,NA,NA,India,Present,"Friend of Babaji, Hari Ram in The Price of Freedom",Jallianwala Bagh,Geographical reference,NA,NA,TRUE,NA,Jallianwala Bagh,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"3462","3449","3156","3157"
"1977","Manto, Saadat Hasan",The Price of Freedom,"6825","50","52","1",He arrived as promised,Jallianwala Bagh in The Price of Freedom,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,"3431",Wife of Shahzada Ghulam Ali,Nigar,NA,"47",Female,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,FALSE,India,Present,"Wife of Shahzada Ghulam Ali, Nigar in The Price of Freedom",Jallianwala Bagh,Geographical reference,NA,NA,TRUE,NA,Jallianwala Bagh,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"3462","3449","3156","3157"
"1978","Manto, Saadat Hasan",The Price of Freedom,"6825","50","52","1",He arrived as promised,Jallianwala Bagh in The Price of Freedom,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,"3427",Manto,Sadaat,NA,"43",Male,Single,Muslim,Definitional,NA,NA,NA,NA,India,Present,"Manto, Sadaat in The Price of Freedom",Jallianwala Bagh,Geographical reference,NA,NA,TRUE,NA,Jallianwala Bagh,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"3462","3449","3156","3157"
"1979","Manto, Saadat Hasan",The Price of Freedom,"6826","51","51","1",I had pointed out to Ghulam Ali a house that overlooked the park.,Jallianwala Bagh in The Price of Freedom,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,"3427",Manto,Sadaat,NA,"43",Male,Single,Muslim,Definitional,NA,NA,NA,NA,India,Present,"Manto, Sadaat in The Price of Freedom",Jallianwala Bagh,Geographical reference,NA,NA,TRUE,NA,Jallianwala Bagh,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"3462","3449","3156","3157"
"1980","Manto, Saadat Hasan",The Price of Freedom,"6826","51","51","1",I had pointed out to Ghulam Ali a house that overlooked the park.,Jallianwala Bagh in The Price of Freedom,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,"3425",Ali,Shahzada Ghulam,Ghulam Ali,"44",Male,Single,Muslim,Definitional,NA,NA,NA,FALSE,India,Present,"Ali, Shahzada Ghulam in The Price of Freedom",Jallianwala Bagh,Geographical reference,NA,NA,TRUE,NA,Jallianwala Bagh,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"3462","3449","3156","3157"
"1981","Manto, Saadat Hasan",The Price of Freedom,"6829","51","52","2",The ceremony was a combination of Hindu and Muslim rituals.,Jallianwala Bagh in The Price of Freedom,1 Pre-Partition (before 1947-08-14),Remembered,Positive,NA,NA,NA,NA,"3432",Mentor of Shahzada Ghulam Ali,Babaji,NA,"47",Male,Single,Muslim,Definitional,NA,NA,NA,NA,India,Present,"Mentor of Shahzada Ghulam Ali, Babaji in The Price of Freedom",Jallianwala Bagh,Geographical reference,NA,NA,TRUE,NA,Jallianwala Bagh,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"3462","3449","3156","3157"
"1982","Manto, Saadat Hasan",The Price of Freedom,"6829","51","52","2",The ceremony was a combination of Hindu and Muslim rituals.,Jallianwala Bagh in The Price of Freedom,1 Pre-Partition (before 1947-08-14),Remembered,Positive,NA,NA,NA,NA,"3425",Ali,Shahzada Ghulam,Ghulam Ali,"44",Male,Single,Muslim,Definitional,NA,NA,NA,FALSE,India,Present,"Ali, Shahzada Ghulam in The Price of Freedom",Jallianwala Bagh,Geographical reference,NA,NA,TRUE,NA,Jallianwala Bagh,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"3462","3449","3156","3157"
"1983","Manto, Saadat Hasan",The Price of Freedom,"6829","51","52","2",The ceremony was a combination of Hindu and Muslim rituals.,Jallianwala Bagh in The Price of Freedom,1 Pre-Partition (before 1947-08-14),Remembered,Positive,NA,NA,NA,NA,"3431",Wife of Shahzada Ghulam Ali,Nigar,NA,"47",Female,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,FALSE,India,Present,"Wife of Shahzada Ghulam Ali, Nigar in The Price of Freedom",Jallianwala Bagh,Geographical reference,NA,NA,TRUE,NA,Jallianwala Bagh,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"3462","3449","3156","3157"
"1984","Manto, Saadat Hasan",The Price of Freedom,"6830","52","52","2",The next morning Ghulam Ali was taken in,Amritsar in The Price of Freedom,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,"3425",Ali,Shahzada Ghulam,Ghulam Ali,"44",Male,Single,Muslim,Definitional,NA,NA,NA,FALSE,India,Present,"Ali, Shahzada Ghulam in The Price of Freedom",Amritsar,Geographical reference,Muslim,Definitional,CREATED,NA,Amritsar,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"3564","3543","3156","3157"
"1985","Manto, Saadat Hasan",A Tale of 1947,"6839","125","125","1",There's a packet in here... it contains Sultana's,Bombay in A Tale of 1947,2 Partition (1947-08-15 -- 1948-02-28),Remembered,Neither,NA,NA,Interpersonal,Religion,"4082",Friend of Narrator,Mumtaz,NA,"120",Male,Single,Muslim,Definitional,NA,NA,NA,FALSE,India,Present,"Friend of Narrator, Mumtaz in A Tale of 1947",Bombay,Geographical reference,NA,NA,CREATED,NA,Bombay,FALSE,India,NA,NA,Ludhiana,Male,British India,NA,"4124","3451","3156","3157"
"1986","Manto, Saadat Hasan",A Tale of 1947,"6839","125","125","1",There's a packet in here... it contains Sultana's,Bombay in A Tale of 1947,2 Partition (1947-08-15 -- 1948-02-28),Remembered,Neither,NA,NA,Interpersonal,Religion,"4100",Friend of Mumtaz,Sehai,NA,"123",Male,Single,Hindu,Definitional,NA,Dies,Killed (non-military),FALSE,India,Present,"Friend of Mumtaz, Sehai in A Tale of 1947",Bombay,Geographical reference,NA,NA,CREATED,NA,Bombay,FALSE,India,NA,NA,Ludhiana,Male,British India,NA,"4124","3451","3156","3157"
"1987","Pritam, Amrita",Pinjar,"333","13","13","1",He had robbed her of her birthright,Rashida's home in Pinjar,NA,NA,NA,NA,NA,NA,Religion,"2434",Sahukar,Pooro's Mother,NA,"2",Female,Single,Hindu,Other-identified,NA,NA,NA,NA,NA,Mentioned,"Sahukar, Pooro's Mother in Pinjar",Rashida's home,Private,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"334","3114","35","36"
"1988","Pritam, Amrita",Pinjar,"333","13","13","1",He had robbed her of her birthright,Rashida's home in Pinjar,NA,NA,NA,NA,NA,NA,Religion,"2440",Sahukar,Pooro's Father,NA,"2",Male,Single,Hindu,Other-identified,NA,NA,NA,NA,NA,Mentioned,"Sahukar, Pooro's Father in Pinjar",Rashida's home,Private,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"334","3114","35","36"
"1989","Pritam, Amrita",Pinjar,"335","14","14","1",At night she stole the key of the door,Rashida's home in Pinjar,NA,NA,NA,NA,NA,NA,Religion,"297",Shaikh,Rashida,NA,"4",Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Mentioned,"Shaikh, Rashida in Pinjar",Rashida's home,Private,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"334","3114","35","36"
"1990","Pritam, Amrita",Pinjar,"337","14","14","3",Pooro rattled the chain.,"Pooro's home, Chatto village in Pinjar",NA,NA,NA,NA,NA,NA,Religion,"2440",Sahukar,Pooro's Father,NA,"2",Male,Single,Hindu,Other-identified,NA,NA,NA,NA,NA,Mentioned,"Sahukar, Pooro's Father in Pinjar","Pooro's home, Chatto village",Private,Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"338","3112","35","36"
"1991","Pritam, Amrita",Pinjar,"337","14","14","3",Pooro rattled the chain.,"Pooro's home, Chatto village in Pinjar",NA,NA,NA,NA,NA,NA,Religion,"2434",Sahukar,Pooro's Mother,NA,"2",Female,Single,Hindu,Other-identified,NA,NA,NA,NA,NA,Mentioned,"Sahukar, Pooro's Mother in Pinjar","Pooro's home, Chatto village",Private,Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"338","3112","35","36"
"1992","Pritam, Amrita",Pinjar,"385","21","22","2",Rashida was overcome with emotion. He had won over the Hindu girl.,Rashida's home in Pinjar,NA,NA,NA,NA,NA,NA,Religion,"445",Shaikh,Javed,NA,"21",Male,Single,Muslim,NA,NA,NA,NA,NA,Pakistan,Mentioned,"Shaikh, Javed in Pinjar",Rashida's home,Private,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"334","3114","35","36"
"1993","Sahni, Bhisham",Tamas,"1118","17","19","1",The clock at Sheikh's Garden struck four.,Congress Committee Office in Tamas,NA,NA,NA,NA,NA,NA,NA,"614",Member of Secret Police 1,Unknown,NA,"17",Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Mentioned,"Member of Secret Police 1, Unknown in Tamas",Congress Committee Office,Public,Unknown,NA,CREATED,NA,Bara Bazaar,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"612","2580","32","33"
"1994","Sahni, Bhisham",Tamas,"1118","17","19","1",The clock at Sheikh's Garden struck four.,Congress Committee Office in Tamas,NA,NA,NA,NA,NA,NA,NA,"615",Member of Secret Police 2,Unknown,NA,"17",Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Mentioned,"Member of Secret Police 2, Unknown in Tamas",Congress Committee Office,Public,Unknown,NA,CREATED,NA,Bara Bazaar,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"612","2580","32","33"
"1995","Sahni, Bhisham",Tamas,"1118","17","19","1",The clock at Sheikh's Garden struck four.,Congress Committee Office in Tamas,NA,NA,NA,NA,NA,NA,NA,"951",Congress Committee Member,Jawaharlal Nehru,NA,"19",Male,Single,Hindu,NA,NA,NA,NA,NA,NA,Mentioned,"Congress Committee Member, Jawaharlal Nehru in Tamas",Congress Committee Office,Public,Unknown,NA,CREATED,NA,Bara Bazaar,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"612","2580","32","33"
"1996","Sahni, Bhisham",Tamas,"1118","17","19","1",The clock at Sheikh's Garden struck four.,Congress Committee Office in Tamas,NA,NA,NA,NA,NA,NA,NA,"146",Dutt,Dev,NA,"140",Male,Single,Hindu,Nominal,NA,NA,NA,NA,NA,Mentioned,"Dutt, Dev in Tamas",Congress Committee Office,Public,Unknown,NA,CREATED,NA,Bara Bazaar,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"612","2580","32","33"
"1997","Sahni, Bhisham",Tamas,"1118","17","19","1",The clock at Sheikh's Garden struck four.,Congress Committee Office in Tamas,NA,NA,NA,NA,NA,NA,NA,"624",Congress Committee Member (part of singing group),Desraj,NA,"17",Male,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Mentioned,"Congress Committee Member (part of singing group), Desraj in Tamas",Congress Committee Office,Public,Unknown,NA,CREATED,NA,Bara Bazaar,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"612","2580","32","33"
"1998","Sahni, Bhisham",Tamas,"1118","17","19","1",The clock at Sheikh's Garden struck four.,Congress Committee Office in Tamas,NA,NA,NA,NA,NA,NA,NA,"620",Congress Committee Member (part of singing group),Master Ramdas,NA,"17",Male,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Mentioned,"Congress Committee Member (part of singing group), Master Ramdas in Tamas",Congress Committee Office,Public,Unknown,NA,CREATED,NA,Bara Bazaar,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"612","2580","32","33"
"1999","Sahni, Bhisham",Tamas,"1132","20","22","1",Bakhshi was getting upset,Congress Committee Office in Tamas,NA,NA,NA,NA,NA,NA,NA,"951",Congress Committee Member,Jawaharlal Nehru,NA,"19",Male,Single,Hindu,NA,NA,NA,NA,NA,NA,Mentioned,"Congress Committee Member, Jawaharlal Nehru in Tamas",Congress Committee Office,Public,Unknown,NA,CREATED,NA,Bara Bazaar,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"612","2580","32","33"
"2000","Sahni, Bhisham",Tamas,"1132","20","22","1",Bakhshi was getting upset,Congress Committee Office in Tamas,NA,NA,NA,NA,NA,NA,NA,"624",Congress Committee Member (part of singing group),Desraj,NA,"17",Male,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Mentioned,"Congress Committee Member (part of singing group), Desraj in Tamas",Congress Committee Office,Public,Unknown,NA,CREATED,NA,Bara Bazaar,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"612","2580","32","33"
"2001","Sahni, Bhisham",Tamas,"1132","20","22","1",Bakhshi was getting upset,Congress Committee Office in Tamas,NA,NA,NA,NA,NA,NA,NA,"954",Congress Committee Member,Jeet Singh,NA,"21",Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Mentioned,"Congress Committee Member, Jeet Singh in Tamas",Congress Committee Office,Public,Unknown,NA,CREATED,NA,Bara Bazaar,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"612","2580","32","33"
"2002","Sahni, Bhisham",Tamas,"1135","22","22","2",We're cleaing the drains in that mohalla?,Congress Committee Office in Tamas,NA,NA,NA,NA,NA,NA,NA,"955","Part of singing group, went for cleaning the drains",Gosain Ji,NA,"22",Male,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Mentioned,"Part of singing group, went for cleaning the drains, Gosain Ji in Tamas",Congress Committee Office,Public,Unknown,NA,CREATED,NA,Bara Bazaar,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"612","2580","32","33"
"2003","Sahni, Bhisham",Tamas,"1182","115","116","1",The older woman stood up and washed her hands in a pan of water,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"96",Ali,Ehsan,NA,"116",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Mentioned,"Ali, Ehsan in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"2004","Sahni, Bhisham",Tamas,"1182","115","116","1",The older woman stood up and washed her hands in a pan of water,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"91",Ali,Ramzan,NA,"116",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Mentioned,"Ali, Ramzan in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"2005","Singh, Kushwant",Train to Pakistan,"1214","61","61","1",The whole village was on the roofs looking towards,Mano Majra Railway Station in Train to Pakistan,5 Indeterminable,NA,Neither,Other,NA,NA,Nation,"762",Sikh Soldier 1,Unknown,NA,"44",Male,Single,Sikh,NA,NA,NA,NA,NA,NA,Mentioned,"Sikh Soldier 1, Unknown in Train to Pakistan",Mano Majra Railway Station,Public,NA,NA,FALSE,NA,Mano Majra Train Station,NA,India,NA,NA,Hadali,Male,Pakistan,2 Feb  1915,"704","5871","26","27"
"2006","Sahni, Bhisham",Tamas,"1252","24","25","2",He had left the tonga-driver's mohalla,Committee Park in Tamas,NA,NA,NA,NA,NA,NA,NA,"219","Committee Manager, Servant to Vet Sahib",Murad Ali,NA,"13",Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Mentioned,"Committee Manager, Servant to Vet Sahib, Murad Ali in Tamas",Committee Park,Public,Unknown,NA,CREATED,NA,Imam Din Gali,FALSE,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"828","879","32","33"
"2007","Sahni, Bhisham",Tamas,"1254","25","26","1",Nathu entered a narrow gali,Committee Park in Tamas,NA,NA,NA,NA,NA,Religion,Religion|Nation,"1260",Congress Committee Member,Mahatma Gandhi,NA,"25",Male,Single,Hindu,NA,NA,NA,NA,NA,NA,Mentioned,"Congress Committee Member, Mahatma Gandhi in Tamas",Committee Park,Public,Unknown,NA,CREATED,NA,Imam Din Gali,FALSE,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"828","879","32","33"
